"","species_id","hindfoot_half"
"9972","DM",19
"9973","DM",18.5
"9974","DM",18.5
"9975","DM",18
"9976","DM",18.5
"9977","DM",18.5
"9978","DM",18
"9979","DM",18
"9980","DM",18.5
"9981","DM",18
"9982","DM",17.5
"9983","DM",18.5
"9984","DM",18
"9985","DM",19
"9986","DM",18
"9987","DM",17
"9988","DM",18.5
"9989","DM",19
"9990","DM",18
"9991","DM",18
"9992","DM",18.5
"9993","DM",18
"9994","DM",18
"9995","DM",17.5
"9996","DM",17
"9997","DM",18
"9998","DM",18
"9999","DM",18
"10000","DM",18.5
"10001","DM",17
"10002","DM",17
"10003","DM",18
"10004","DM",18
"10005","DM",18
"10006","DM",18
"10007","DM",17.5
"10008","DM",18.5
"10009","DM",18.5
"10010","DM",18
"10011","DM",17
"10012","DM",17
"10013","DM",17.5
"10014","DM",17
"10015","DM",18.5
"10016","DM",17.5
"10017","DM",17
"10018","DM",18
"10019","DM",18
"10020","DM",17.5
"10021","DM",18
"10022","DM",18
"10023","DM",18.5
"10024","DM",17
"10025","DM",18
"10026","DM",17.5
"10027","DM",18
"10028","DM",18
"10029","DM",18.5
"10030","DM",18.5
"10031","DM",18
"10032","DM",18
"10033","DM",18.5
"10034","DM",18
"10035","DM",18
"10036","DM",18.5
"10037","DM",17.5
"10038","DM",17
"10039","DM",18.5
"10040","DM",18
"10041","DM",18.5
"10042","DM",18
"10043","DM",18.5
"10044","DM",18.5
"10045","DM",18.5
"10046","DM",18.5
"10047","DM",18.5
"10048","DM",18.5
"10049","DM",19
"10050","DM",18
"10051","DM",18.5
"10052","DM",17.5
"10053","DM",18.5
"10054","DM",18.5
"10055","DM",16.5
"10056","DM",17.5
"10057","DM",18.5
"10058","DM",18
"10059","DM",18
"10060","DM",18
"10061","DM",17
"10062","DM",16.5
"10063","DM",18
"10064","DM",17
"10065","DM",18
"10066","DM",18
"10067","DM",17
"10068","DM",18
"10069","DM",18.5
"10070","DM",18.5
"10071","DM",17.5
"10072","DM",18.5
"10073","DM",18
"10074","DM",18
"10075","DM",18
"10076","DM",18
"10077","DM",18.5
"10078","DM",18
"10079","DM",17.5
"10080","DM",18
"10081","DM",16
"10082","DM",18.5
"10083","DM",17
"10084","DM",18.5
"10085","DM",17.5
"10086","DM",17
"10087","DM",18
"10088","DM",17
"10089","DM",17
"10090","DM",17
"10091","DM",18
"10092","DM",17
"10093","DM",17.5
"10094","DM",18.5
"10095","DM",17.5
"10096","DM",17
"10097","DM",18
"10098","DM",18.5
"10099","DM",17.5
"10100","DM",18.5
"10101","DM",17.5
"10102","DM",18.5
"10103","DM",17.5
"10104","DM",16.5
"10105","DM",18
"10106","DM",18
"10107","DM",18.5
"10108","DM",18
"10109","DM",17.5
"10110","DM",18
"10111","DM",17.5
"10112","DM",17.5
"10113","DM",19.5
"10114","DM",18.5
"10115","DM",18.5
"10116","DM",18
"10117","DM",17
"10118","DM",16.5
"10119","DM",18.5
"10120","DM",18.5
"10121","DM",17
"10122","DM",19
"10123","DM",18.5
"10124","DM",17.5
"10125","DM",18.5
"10126","DM",19
"10127","DM",19
"10128","DM",18.5
"10129","DM",18
"10130","DM",16.5
"10131","DM",17.5
"10132","DM",19
"10133","DM",18
"10134","DM",19
"10135","DM",18.5
"10136","DM",18.5
"10137","DM",18.5
"10138","DM",17.5
"10139","DM",17.5
"10140","DM",18.5
"10141","DM",17
"10142","DM",18
"10143","DM",18.5
"10144","DM",17
"10145","DM",17
"10146","DM",19
"10147","DM",18.5
"10148","DM",17.5
"10149","DM",16.5
"10150","DM",16.5
"10151","DM",17.5
"10152","DM",17.5
"10153","DM",18
"10154","DM",18
"10155","DM",16.5
"10156","DM",18
"10157","DM",17.5
"10158","DM",17.5
"10159","DM",18
"10160","DM",16.5
"10161","DM",18
"10162","DM",18.5
"10163","DM",17.5
"10164","DM",17
"10165","DM",19
"10166","DM",17.5
"10167","DM",18
"10168","DM",17
"10169","DM",17
"10170","DM",18
"10171","DM",17.5
"10172","DM",18
"10173","DM",17.5
"10174","DM",18
"10175","DM",18.5
"10176","DM",18
"10177","DM",18
"10178","DM",18.5
"10179","DM",18.5
"10180","DM",17.5
"10181","DM",18.5
"10182","DM",18.5
"10183","DM",18.5
"10184","DM",18
"10185","DM",18.5
"10186","DM",17.5
"10187","DM",18.5
"10188","DM",17.5
"10189","DM",18
"10190","DM",19
"10191","DM",18.5
"10192","DM",18
"10193","DM",18
"10194","DM",18
"10195","DM",18.5
"10196","DM",18.5
"10197","DM",18
"10198","DM",17.5
"10199","DM",17.5
"10200","DM",18.5
"10201","DM",18
"10202","DM",18.5
"10203","DM",18
"10204","DM",17
"10205","DM",18
"10206","DM",18
"10207","DM",18
"10208","DM",18
"10209","DM",18
"10210","DM",18.5
"10211","DM",18
"10212","DM",17.5
"10213","DM",17.5
"10214","DM",18
"10215","DM",18.5
"10216","DM",18
"10217","DM",18.5
"10218","DM",18
"10219","DM",17.5
"10220","DM",18
"10221","DM",18.5
"10222","DM",18.5
"10223","DM",18.5
"10224","DM",16
"10225","DM",17.5
"10226","DM",19.5
"10227","DM",18
"10228","DM",18.5
"10229","DM",19.5
"10230","DM",18.5
"10231","DM",18.5
"10232","DM",18.5
"10233","DM",18
"10234","DM",18
"10235","DM",18
"10236","DM",18
"10237","DM",19.5
"10238","DM",19
"10239","DM",18
"10240","DM",18
"10241","DM",18.5
"10242","DM",18.5
"10243","DM",18.5
"10244","DM",17.5
"10245","DM",18
"10246","DM",18
"10247","DM",17
"10248","DM",24
"10249","DM",17.5
"10250","DM",18
"10251","DM",18
"10252","DM",18
"10253","DM",18.5
"10254","DM",18.5
"10255","DM",17.5
"10256","DM",18.5
"10257","DM",18
"10258","DM",20
"10259","DM",18
"10260","DM",18
"10261","DM",18.5
"10262","DM",18.5
"10263","DM",18.5
"10264","DM",18.5
"10265","DM",18.5
"10266","DM",18.5
"10267","DM",18.5
"10268","DM",18
"10269","DM",18.5
"10270","DM",18
"10271","DM",18
"10272","DM",18.5
"10273","DM",18.5
"10274","DM",18.5
"10275","DM",18
"10276","DM",18.5
"10277","DM",19
"10278","DM",18
"10279","DM",18
"10280","DM",18.5
"10281","DM",18.5
"10282","DM",18.5
"10283","DM",18
"10284","DM",18.5
"10285","DM",19
"10286","DM",18
"10287","DM",19
"10288","DM",18.5
"10289","DM",18.5
"10290","DM",19
"10291","DM",18.5
"10292","DM",19
"10293","DM",17.5
"10294","DM",18
"10295","DM",18.5
"10296","DM",18
"10297","DM",18.5
"10298","DM",17.5
"10299","DM",18
"10300","DM",18.5
"10301","DM",18.5
"10302","DM",18.5
"10303","DM",18.5
"10304","DM",18
"10305","DM",18
"10306","DM",17.5
"10307","DM",18
"10308","DM",17
"10309","DM",18
"10310","DM",19
"10311","DM",18
"10312","DM",16.5
"10313","DM",18.5
"10314","DM",18.5
"10315","DM",18.5
"10316","DM",18
"10317","DM",18.5
"10318","DM",18.5
"10319","DM",18
"10320","DM",18.5
"10321","DM",17.5
"10322","DM",18
"10323","DM",18.5
"10324","DM",18.5
"10325","DM",18
"10326","DM",18
"10327","DM",18
"10328","DM",18.5
"10329","DM",18.5
"10330","DM",18.5
"10331","DM",17.5
"10332","DM",18
"10333","DM",17
"10334","DM",18
"10335","DM",18.5
"10336","DM",18
"10337","DM",18
"10338","DM",17.5
"10339","DM",18.5
"10340","DM",18
"10341","DM",18
"10342","DM",18.5
"10343","DM",18
"10344","DM",17.5
"10345","DM",18
"10346","DM",18.5
"10347","DM",19
"10348","DM",18.5
"10349","DM",18.5
"10350","DM",18
"10351","DM",18
"10352","DM",16
"10353","DM",17
"10354","DM",18.5
"10355","DM",18
"10356","DM",18
"10357","DM",18
"10358","DM",19
"10359","DM",18
"10360","DM",17.5
"10361","DM",18.5
"10362","DM",18
"10363","DM",17.5
"10364","DM",18
"10365","DM",18.5
"10366","DM",18.5
"10367","DM",18.5
"10368","DM",18
"10369","DM",18.5
"10370","DM",18.5
"10371","DM",18
"10372","DM",18
"10373","DM",18
"10374","DM",19
"10375","DM",17
"10376","DM",18
"10377","DM",19
"10378","DM",18.5
"10379","DM",20
"10380","DM",18.5
"10381","DM",19.5
"10382","DM",18.5
"10383","DM",18.5
"10384","DM",18.5
"10385","DM",19
"10386","DM",18
"10387","DM",18.5
"10388","DM",16.5
"10389","DM",17
"10390","DM",17
"10391","DM",19
"10392","DM",19.5
"10393","DM",17.5
"10394","DM",17.5
"10395","DM",18
"10396","DM",18.5
"10397","DM",19
"10398","DM",18.5
"10399","DM",19.5
"10400","DM",18.5
"10401","DM",18.5
"10402","DM",18
"10403","DM",19
"10404","DM",18.5
"10405","DM",18.5
"10406","DM",17.5
"10407","DM",18.5
"10408","DM",17.5
"10409","DM",18
"10410","DM",17
"10411","DM",18
"10412","DM",17.5
"10413","DM",17.5
"10414","DM",17
"10415","DM",18
"10416","DM",18.5
"10417","DM",18.5
"10418","DM",18.5
"10419","DM",18.5
"10420","DM",18
"10421","DM",19
"10422","DM",18.5
"10423","DM",18.5
"10424","DM",18
"10425","DM",18.5
"10426","DM",19
"10427","DM",19
"10428","DM",19
"10429","DM",19
"10430","DM",19
"10431","DM",19.5
"10432","DM",18.5
"10433","DM",18.5
"10434","DM",19
"10435","DM",18.5
"10436","DM",19
"10437","DM",18.5
"10438","DM",19
"10439","DM",18.5
"10440","DM",19
"10441","DM",18
"10442","DM",18.5
"10443","DM",18.5
"10444","DM",18
"10445","DM",19.5
"10446","DM",17.5
"10447","DM",19
"10448","DM",19
"10449","DM",19
"10450","DM",19.5
"10451","DM",18.5
"10452","DM",18.5
"10453","DM",18
"10454","DM",19.5
"10455","DM",18.5
"10456","DM",16
"10457","DM",17
"10458","DM",17.5
"10459","DM",17
"10460","DM",18.5
"10461","DM",18
"10462","DM",19
"10463","DM",18
"10464","DM",19
"10465","DM",17.5
"10466","DM",19
"10467","DM",18
"10468","DM",19
"10469","DM",19.5
"10470","DM",18
"10471","DM",19
"10472","DM",18.5
"10473","DM",19
"10474","DM",18.5
"10475","DM",19
"10476","DM",19.5
"10477","DM",19
"10478","DM",19.5
"10479","DM",18.5
"10480","DM",18.5
"10481","DM",17.5
"10482","DM",19
"10483","DM",18
"10484","DM",19
"10485","DM",18
"10486","DM",17
"10487","DM",17.5
"10488","DM",15.5
"10489","DM",18
"10490","DM",18
"10491","DM",18.5
"10492","DM",18
"10493","DM",17.5
"10494","DM",18
"10495","DM",18.5
"10496","DM",17.5
"10497","DM",18
"10498","DM",18.5
"10499","DM",18
"10500","DM",18
"10501","DM",18
"10502","DM",18
"10503","DM",18
"10504","DM",18
"10505","DM",18.5
"10506","DM",18
"10507","DM",18
"10508","DM",18.5
"10509","DM",18.5
"10510","DM",17
"10511","DM",18
"10512","DM",16.5
"10513","DM",17
"10514","DM",18
"10515","DM",16.5
"10516","DM",18.5
"10517","DM",18
"10518","DM",18
"10519","DM",19
"10520","DM",19.5
"10521","DM",18.5
"10522","DM",18
"10523","DM",18.5
"10524","DM",17.5
"10525","DM",18.5
"10526","DM",19
"10527","DM",18.5
"10528","DM",17.5
"10529","DM",18
"10530","DM",19.5
"10531","DM",19
"10532","DM",18
"10533","DM",18.5
"10534","DM",19.5
"10535","DM",18.5
"10536","DM",17
"10537","DM",18
"10538","DM",17.5
"10539","DM",18
"10540","DM",18.5
"10541","DM",19
"10542","DM",17.5
"10543","DM",18
"10544","DM",18.5
"10545","DM",18
"10546","DM",18.5
"10547","DM",17.5
"10548","DM",18
"10549","DM",17.5
"10550","DM",18.5
"10551","DM",18.5
"10552","DM",17.5
"10553","DM",18.5
"10554","DM",18.5
"10555","DM",19
"10556","DM",17.5
"10557","DM",17.5
"10558","DM",18
"10559","DM",18.5
"10560","DM",18
"10561","DM",18
"10562","DM",17
"10563","DM",17
"10564","DM",18
"10565","DM",18
"10566","DM",18
"10567","DM",18
"10568","DM",18
"10569","DM",17.5
"10570","DM",18.5
"10571","DM",17
"10572","DM",18.5
"10573","DM",18
"10574","DM",18
"10575","DM",18
"10576","DM",18.5
"10577","DM",18
"10578","DM",18.5
"10579","DM",18
"10580","DM",18
"10581","DM",18
"10582","DM",17.5
"10583","DM",17.5
"10584","DM",18
"10585","DM",17
"10586","DM",17.5
"10587","DM",17.5
"10588","DM",17.5
"10589","DM",18
"10590","DM",18
"10591","DM",17.5
"10592","DM",18
"10593","DM",18.5
"10594","DM",18
"10595","DM",18
"10596","DM",18
"10597","DM",19
"10598","DM",17
"10599","DM",18.5
"10600","DM",18
"10601","DM",17
"10602","DM",18
"10603","DM",18
"10604","DM",18
"10605","DM",18
"10606","DM",18.5
"10607","DM",18.5
"10608","DM",17.5
"10609","DM",18
"10610","DM",17.5
"10611","DM",18.5
"10612","DM",18
"10613","DM",18
"10614","DM",17.5
"10615","DM",17.5
"10616","DM",17.5
"10617","DM",17.5
"10618","DM",18
"10619","DM",17.5
"10620","DM",16.5
"10621","DM",17.5
"10622","DM",17.5
"10623","DM",18
"10624","DM",18
"10625","DM",19
"10626","DM",18.5
"10627","DM",18
"10628","DM",17.5
"10629","DM",18
"10630","DM",18
"10631","DM",17.5
"10632","DM",18
"10633","DM",18
"10634","DM",18.5
"10635","DM",17
"10636","DM",18
"10637","DM",18
"10638","DM",18.5
"10639","DM",17
"10640","DM",18
"10641","DM",18
"10642","DM",17.5
"10643","DM",18
"10644","DM",17
"10645","DM",17
"10646","DM",17.5
"10647","DM",16.5
"10648","DM",18
"10649","DM",18.5
"10650","DM",18
"10651","DM",18
"10652","DM",17
"10653","DM",17
"10654","DM",17
"10655","DM",17
"10656","DM",17.5
"10657","DM",17.5
"10658","DM",17.5
"10659","DM",16.5
"10660","DM",17
"10661","DM",18
"10662","DM",18.5
"10663","DM",18.5
"10664","DM",16.5
"10665","DM",17.5
"10666","DM",16.5
"10667","DM",18.5
"10668","DM",17.5
"10669","DM",18.5
"10670","DM",18
"10671","DM",18
"10672","DM",17.5
"10673","DM",17.5
"10674","DM",18
"10675","DM",18
"10676","DM",18
"10677","DM",18.5
"10678","DM",18.5
"10679","DM",17
"10680","DM",18
"10681","DM",18.5
"10682","DM",18
"10683","DM",18.5
"10684","DM",17.5
"10685","DM",18
"10686","DM",18.5
"10687","DM",17
"10688","DM",19
"10689","DM",18
"10690","DM",17
"10691","DM",18.5
"10692","DM",17.5
"10693","DM",18.5
"10694","DM",17.5
"10695","DM",18.5
"10696","DM",17.5
"10697","DM",18
"10698","DM",17.5
"10699","DM",18.5
"10700","DM",17.5
"10701","DM",17
"10702","DM",18.5
"10703","DM",17.5
"10704","DM",18
"10705","DM",17
"10706","DM",18
"10707","DM",18
"10708","DM",18.5
"10709","DM",18
"10710","DM",18.5
"10711","DM",18.5
"10712","DM",17
"10713","DM",18.5
"10714","DM",17
"10715","DM",18
"10716","DM",18
"10717","DM",17
"10718","DM",18
"10719","DM",18.5
"10720","DM",18
"10721","DM",17.5
"10722","DM",18.5
"10723","DM",18
"10724","DM",16.5
"10725","DM",17.5
"10726","DM",17.5
"10727","DM",17.5
"10728","DM",16.5
"10729","DM",18
"10730","PF",7.5
"10731","PF",7.5
"10732","PF",8
"10733","PF",7.5
"10734","PF",7.5
"10735","PF",7.5
"10736","PF",8
"10737","PF",8
"10738","PF",8
"10739","PF",8
"10740","PF",7.5
"10741","PF",8.5
"10742","PF",8
"10743","PF",8
"10744","PF",8
"10745","PF",8
"10746","PF",8
"10747","PF",8
"10748","PF",8
"10749","PF",8
"10750","PF",8
"10751","PF",8
"10752","PF",8.5
"10753","PF",8
"10754","PF",8.5
"10755","PF",7.5
"10756","PF",7.5
"10757","PF",7.5
"10758","PF",8
"10759","PF",7.5
"10760","PF",7.5
"10761","PE",10
"10762","PE",10
"10763","PE",10
"10764","PE",10
"10765","PE",9.5
"10766","PE",10
"10767","PE",9.5
"10768","PE",10
"10769","PE",9.5
"10770","PE",9.5
"10771","PE",10
"10772","PE",10
"10773","PE",9
"10774","PE",10
"10775","PE",10.5
"10776","PE",9.5
"10777","PE",9.5
"10778","PE",9.5
"10779","PE",9
"10780","PE",9.5
"10781","PE",10
"10782","PE",10
"10783","PE",10
"10784","PE",10
"10785","PE",10.5
"10786","PE",10.5
"10787","PE",10.5
"10788","PE",10
"10789","PE",10
"10790","PE",10.5
"10791","PE",10.5
"10792","PE",10
"10793","PE",9.5
"10794","PE",10.5
"10795","PE",10.5
"10796","PE",10.5
"10797","PE",10
"10798","PE",10
"10799","PE",10
"10800","PE",10
"10801","PE",10.5
"10802","PE",10.5
"10803","PE",10.5
"10804","PE",10.5
"10805","PE",10.5
"10806","PE",10
"10807","PE",9.5
"10808","PE",10
"10809","PE",10
"10810","DS",24
"10811","DS",25
"10812","DS",21.5
"10813","DS",23.5
"10814","DS",26
"10815","DS",26.5
"10816","DS",24.5
"10817","DS",26
"10818","DS",24
"10819","DS",25.5
"10820","DS",25.5
"10821","DS",26.5
"10822","DS",26.5
"10823","DS",26
"10824","DS",25.5
"10825","DS",23.5
"10826","DS",26
"10827","DS",26
"10828","DS",25.5
"10829","DS",24.5
"10830","DS",26
"10831","DS",25.5
"10832","DS",26.5
"10833","DS",26
"10834","DS",25.5
"10835","DS",26
"10836","DS",25
"10837","DS",24.5
"10838","DS",25
"10839","DS",25.5
"10840","DS",24.5
"10841","DS",24.5
"10842","DS",23.5
"10843","DS",25.5
"10844","DS",23.5
"10845","DS",21.5
"10846","DS",26
"10847","DS",23
"10848","DS",26
"10849","DS",26.5
"10850","DS",22.5
"10851","DS",25.5
"10852","DS",23.5
"10853","DS",25.5
"10854","DS",25.5
"10855","DS",25.5
"10856","DS",26
"10857","DS",25
"10858","DS",24.5
"10859","DS",24
"10860","DS",26
"10861","DS",24.5
"10862","DS",24.5
"10863","DS",24.5
"10864","DS",24.5
"10865","DS",24.5
"10866","DS",25.5
"10867","DS",24
"10868","DS",25
"10869","DS",19.5
"10870","DS",25
"10871","DS",24.5
"10872","DS",24.5
"10873","DS",24.5
"10874","DS",25.5
"10875","DS",24.5
"10876","DS",24
"10877","DS",25.5
"10878","DS",24
"10879","DS",24.5
"10880","DS",25.5
"10881","DS",25
"10882","DS",25.5
"10883","DS",25
"10884","DS",25.5
"10885","DS",25.5
"10886","DS",24.5
"10887","DS",26.5
"10888","DS",25
"10889","DS",26
"10890","DS",25.5
"10891","DS",24.5
"10892","DS",24
"10893","DS",26
"10894","DS",23.5
"10895","DS",25.5
"10896","DS",23.5
"10897","DS",23.5
"10898","DS",25.5
"10899","DS",24
"10900","DS",25
"10901","DS",24
"10902","DS",24.5
"10903","DS",26
"10904","DS",25.5
"10905","DS",25.5
"10906","DS",25.5
"10907","DS",25.5
"10908","DS",24.5
"10909","DS",23.5
"10910","DS",23
"10911","DS",24
"10912","DS",24.5
"10913","DS",25
"10914","DS",26
"10915","DS",24.5
"10916","DS",25
"10917","DS",23
"10918","DS",25
"10919","DS",24
"10920","DS",25
"10921","DS",23.5
"10922","DS",23
"10923","PP",10.5
"10924","PP",10.5
"10925","PP",10.5
"10926","PP",11
"10927","PP",11
"10928","PP",11
"10929","PP",10.5
"10930","PP",11
"10931","PP",10.5
"10932","PP",11
"10933","PP",11.5
"10934","PP",10.5
"10935","PP",10
"10936","PP",10.5
"10937","PP",11
"10938","PP",10
"10939","PP",10.5
"10940","PP",10.5
"10941","PP",11
"10942","PP",10.5
"10943","PP",11
"10944","PP",10.5
"10945","PP",11.5
"10946","PP",11
"10947","PP",11
"10948","PP",11
"10949","PP",12
"10950","PP",8
"10951","PP",10.5
"10952","PP",11
"10953","PP",11.5
"10954","PP",10.5
"10955","PP",10
"10956","PP",11
"10957","PP",11
"10958","PP",11
"10959","PP",10
"10960","PP",11
"10961","PP",10.5
"10962","PP",10.5
"10963","PP",10
"10964","PP",10
"10965","PP",10
"10966","PP",11
"10967","PP",10.5
"10968","PP",9.5
"10969","PP",10
"10970","PP",11
"10971","PP",11
"10972","PP",11
"10973","PP",11.5
"10974","PP",12
"10975","PP",11
"10976","PP",11
"10977","PP",11.5
"10978","PP",12
"10979","PP",11
"10980","PP",11.5
"10981","PP",11
"10982","PP",11
"10983","PP",11.5
"10984","PP",12
"10985","PP",10.5
"10986","PP",10.5
"10987","PP",11
"10988","PP",11
"10989","PP",10.5
"10990","PP",10.5
"10991","PP",11.5
"10992","PP",10.5
"10993","PP",11
"10994","PP",10.5
"10995","PP",10.5
"10996","PP",10.5
"10997","PP",11
"10998","PP",11
"10999","PP",10.5
"11000","PP",11
"11001","PP",10.5
"11002","PP",11
"11003","PP",11
"11004","PP",10.5
"11005","PP",11
"11006","PP",10.5
"11007","PP",10.5
"11008","PP",10.5
"11009","PP",10
"11010","PP",10.5
"11011","PP",11
"11012","PP",10
"11013","PP",9.5
"11014","PP",10.5
"11015","PP",9.5
"11016","PP",10.5
"11017","PP",10.5
"11018","PP",11
"11019","PP",11
"11020","PP",11
"11021","PP",11
"11022","PP",11
"11023","PP",11
"11024","PP",10.5
"11025","PP",11
"11026","PP",11
"11027","PP",11
"11028","PP",10.5
"11029","PP",10
"11030","PP",10
"11031","PP",10.5
"11032","PP",10
"11033","PP",10
"11034","PP",10.5
"11035","PP",9.5
"11036","PP",11
"11037","PP",11.5
"11038","PP",11
"11039","PP",11.5
"11040","PP",11.5
"11041","PP",11
"11042","PP",11
"11043","PP",11
"11044","PP",11
"11045","PP",11
"11046","PP",11
"11047","PP",12.5
"11048","PP",11
"11049","PP",11
"11050","PP",11.5
"11051","PP",11
"11052","PP",11
"11053","PP",11.5
"11054","PP",11.5
"11055","PP",11
"11056","PP",11.5
"11057","PP",11.5
"11058","PP",11.5
"11059","PP",11
"11060","PP",11
"11061","PP",10.5
"11062","PP",10.5
"11063","PP",11.5
"11064","PP",11
"11065","PP",11.5
"11066","PP",11
"11067","PP",11
"11068","PP",11
"11069","PP",11.5
"11070","PP",11.5
"11071","SH",15
"11072","SH",13.5
"11073","SH",14
"11074","SH",15
"11075","SH",14.5
"11076","SH",19.5
"11077","SH",14
"11078","SH",14
"11079","SH",13
"11080","OT",10
"11081","OT",10
"11082","OT",10
"11083","OT",10
"11084","OT",9.5
"11085","OT",10
"11086","OT",9.5
"11087","OT",10.5
"11088","OT",9.5
"11089","OT",10
"11090","OT",10
"11091","OT",10
"11092","OT",10.5
"11093","OT",11
"11094","OT",11
"11095","OT",10.5
"11096","OT",11
"11097","OT",10.5
"11098","OT",9.5
"11099","OT",10.5
"11100","OT",10.5
"11101","OT",10.5
"11102","OT",10.5
"11103","OT",10
"11104","OT",9.5
"11105","OT",10.5
"11106","OT",10.5
"11107","OT",10.5
"11108","OT",10
"11109","OT",10.5
"11110","OT",9.5
"11111","OT",10
"11112","OT",9.5
"11113","OT",9.5
"11114","OT",10
"11115","OT",9.5
"11116","OT",10
"11117","OT",10
"11118","OT",10.5
"11119","OT",10
"11120","OT",10.5
"11121","OT",10.5
"11122","OT",10.5
"11123","OT",10.5
"11124","OT",10.5
"11125","OT",10.5
"11126","OT",10
"11127","OT",10.5
"11128","OT",10
"11129","OT",11
"11130","OT",10
"11131","OT",10.5
"11132","OT",11
"11133","OT",10
"11134","OT",10.5
"11135","OT",9.5
"11136","OT",10
"11137","OT",10
"11138","OT",10
"11139","OT",10
"11140","OT",10.5
"11141","OT",10
"11142","OT",10.5
"11143","OT",10.5
"11144","OT",10
"11145","OT",10.5
"11146","OT",10
"11147","OT",10
"11148","OT",10
"11149","OT",10
"11150","OT",10.5
"11151","OT",9.5
"11152","OT",10
"11153","OT",10.5
"11154","OT",10
"11155","OT",10
"11156","OT",10.5
"11157","OT",10
"11158","OT",10.5
"11159","OT",10
"11160","OT",10
"11161","OT",10
"11162","OT",10.5
"11163","OT",9.5
"11164","OT",10
"11165","OT",10.5
"11166","OT",9.5
"11167","OT",10
"11168","OT",10
"11169","OT",10.5
"11170","OT",10
"11171","OT",11
"11172","OT",10.5
"11173","OT",10.5
"11174","OT",10
"11175","OT",10
"11176","OT",10.5
"11177","OT",10
"11178","OT",10
"11179","OT",10.5
"11180","OT",10.5
"11181","OT",10
"11182","OT",10
"11183","OT",10.5
"11184","OT",10
"11185","OT",10.5
"11186","OT",10.5
"11187","OT",10.5
"11188","OT",10.5
"11189","OT",10.5
"11190","OT",10.5
"11191","OT",10.5
"11192","OT",10
"11193","OT",10
"11194","OT",10
"11195","OT",9.5
"11196","OT",9.5
"11197","DO",17
"11198","DO",17
"11199","DO",15.5
"11200","DO",18
"11201","DO",16.5
"11202","DO",17
"11203","DO",17
"11204","DO",17.5
"11205","DO",18
"11206","DO",17.5
"11207","DO",16.5
"11208","DO",18
"11209","DO",18.5
"11210","DO",18
"11211","DO",18
"11212","DO",17.5
"11213","DO",18
"11214","DO",18
"11215","DO",17.5
"11216","DO",17.5
"11217","DO",18
"11218","DO",18.5
"11219","DO",17.5
"11220","DO",17.5
"11221","DO",18
"11222","DO",17
"11223","DO",20
"11224","DO",17.5
"11225","DO",18
"11226","DO",17.5
"11227","DO",17.5
"11228","DO",18
"11229","DO",18.5
"11230","DO",17
"11231","DO",18.5
"11232","DO",18
"11233","DO",18.5
"11234","DO",16.5
"11235","DO",17.5
"11236","DO",18
"11237","DO",17.5
"11238","DO",14
"11239","DO",17.5
"11240","DO",18.5
"11241","DO",17.5
"11242","DO",18
"11243","DO",17
"11244","DO",17
"11245","DO",18
"11246","DO",17
"11247","DO",18.5
"11248","DO",18
"11249","DO",17.5
"11250","DO",17.5
"11251","DO",18.5
"11252","DO",17.5
"11253","DO",18
"11254","DO",19
"11255","DO",17.5
"11256","DO",19
"11257","DO",18.5
"11258","DO",18
"11259","DO",18
"11260","DO",18
"11261","DO",18
"11262","DO",18
"11263","DO",18.5
"11264","DO",18.5
"11265","DO",18
"11266","DO",18
"11267","DO",18
"11268","DO",18.5
"11269","DO",18
"11270","DO",18
"11271","DO",18
"11272","DO",18.5
"11273","DO",19
"11274","DO",18
"11275","DO",18.5
"11276","DO",17.5
"11277","DO",18.5
"11278","DO",18
"11279","DO",18.5
"11280","DO",18.5
"11281","DO",18.5
"11282","DO",19
"11283","DO",18
"11284","DO",16.5
"11285","DO",18
"11286","DO",17.5
"11287","DO",18
"11288","DO",18.5
"11289","DO",16.5
"11290","DO",18.5
"11291","DO",19.5
"11292","DO",19
"11293","DO",18
"11294","DO",17
"11295","DO",18.5
"11296","DO",17.5
"11297","DO",18.5
"11298","DO",18
"11299","DO",19.5
"11300","DO",17
"11301","DO",19.5
"11302","DO",18.5
"11303","DO",20
"11304","DO",18
"11305","DO",18.5
"11306","DO",19
"11307","DO",17.5
"11308","DO",17.5
"11309","DO",18.5
"11310","DO",17
"11311","DO",18
"11312","DO",19
"11313","DO",17.5
"11314","DO",18
"11315","DO",17
"11316","DO",18
"11317","DO",16
"11318","DO",17
"11319","DO",17.5
"11320","DO",19
"11321","DO",17.5
"11322","DO",18
"11323","DO",19.5
"11324","DO",18
"11325","DO",17.5
"11326","DO",19.5
"11327","DO",17
"11328","DO",18
"11329","DO",17.5
"11330","DO",17.5
"11331","DO",18
"11332","DO",17.5
"11333","DO",17
"11334","DO",18
"11335","DO",17
"11336","DO",19.5
"11337","DO",19
"11338","DO",17.5
"11339","DO",18
"11340","DO",17
"11341","DO",17.5
"11342","DO",17.5
"11343","DO",17
"11344","DO",18
"11345","DO",17.5
"11346","DO",18
"11347","DO",18
"11348","DO",17.5
"11349","DO",18.5
"11350","DO",18.5
"11351","DO",17
"11352","DO",17.5
"11353","DO",18
"11354","DO",17
"11355","DO",17.5
"11356","DO",18.5
"11357","DO",18.5
"11358","DO",18
"11359","DO",18
"11360","DO",17.5
"11361","DO",18
"11362","DO",17.5
"11363","DO",18.5
"11364","DO",17.5
"11365","DO",17.5
"11366","DO",17.5
"11367","DO",18.5
"11368","DO",18
"11369","DO",17.5
"11370","DO",16.5
